Address,Name Tag,Balance,Percentage,Txn Count
0x117f55bf3c2e3bcdc7f308504480ee53f754a7ca,,"18,201.14340311 ETH",0.01488539%,55
0x53b36141490c419fa27ecabfeb8be1ecadc82431,Bitfinex 17,"18,139.48331812 ETH",0.01483496%,1
0x202bf49ff78a18f7f0e69679837384b3b6de765c,,"18,108.59374595 ETH",0.01480970%,17
0x03eb9a9d211ede0c540f2abe096584809de94e2c,,"18,105.97611243 ETH",0.01480756%,1
0x8798fabec480628d1c7ad9cfa4bcf6a619fed812,,"18,089.85297091 ETH",0.01479437%,11
0xaae3630edf4ad72bec20f930180cc02a566b8ad9,,"18,061.59692346 ETH",0.01477126%,1
0x8e2737d41082a03fd733e937497754512ad25fd0,,"17,983.99859624 ETH",0.01470780%,13
0xcddf488f1c826160ee832d4f1492f00cf8557ff6,Bitstamp 39,"17,909.48001114 ETH",0.01464686%,130
0xedcad026a5bcb6dacecb8501b8f1c86d6679450d,,"17,873.00613662 ETH",0.01461703%,9
0xaa06a9e8c44db313725f658a25f60df0ae5c1f72,,"17,871.15925918 ETH",0.01461552%,122
0xb671e841a8e6db528358ed385983892552ef422f,,"17,842.49996519 ETH",0.01459208%,"1,007"
0xb7e7435db2e0f3ff01dd683609d13a082e71e645,,"17,741.20442704 ETH",0.01450924%,1
0xea14f40846b429b6bdd013e95ac364fb1f0da051,,"17,741.20441494 ETH",0.01450924%,0
0xc124f5946415d3e33cde95c3f57dd6dc8f6d04b1,,"17,708.62411418 ETH",0.01448259%,83
0xde10c6efc46f751c962b647153d5cc777384f386,,"17,691.80114399 ETH",0.01446884%,4
0xaa124d00298d883d98f5983fa43fc5d7d8b367a2,,"17,527.28695258 ETH",0.01433429%,1
0xbe776ae2e62ed017fce5c7c9f4125626d4bc5ae9,,"17,502.24088993 ETH",0.01431381%,2
0xacc74cadb354cabc0ab780b046fdc0173719994f,,"17,473.41380567 ETH",0.01429023%,15
0xa646e29877d52b9e2de457eca09c724ff16d0a2b,Status: Research & Development MultiSig,"17,350.11000066 ETH",0.01418939%,241
0xdc81b4b18881535ae033d924e6c9719348bdd3b8,,"17,350.01 ETH",0.01418931%,1
0xe1d3a7d8d8168c0cb09ff8489c406b8c84b779f9,,"17,295.57150636 ETH",0.01414479%,1
0xa8801f5b6f32537ff5290825ec4b60edb5bc4ee1,,"17,267.96882 ETH",0.01412221%,1
0xb175e4b5458f125a6e96f0a146f20da656be5e88,,"17,252.70185607 ETH",0.01410973%,427
0xf09f5cfe1dbbff61ff5b3879a92668a8bfd6683d,,"17,222 ETH",0.01408462%,1
0x955a6fbca57c307da876f230f2ac0e1b15e88379,,"17,196.76101035 ETH",0.01406398%,2
0xa3c5836644cfe5fd1bbb68cf35c42cec6b634559,,"17,173.42797008 ETH",0.01404490%,337
0xa273834dd6c2b9959e83a1fc9afa64b56cc6d750,,"17,135.23595815 ETH",0.01401366%,1
0x97f20e77bbe03faee3279e474bcc78981f6b8677,,"17,127.05482323 ETH",0.01400697%,30
0x0f520e011280a6685b992d21da2138857391a387,,"17,037.96449394 ETH",0.01393411%,22
0x4a798625c037c7fa470571355e73943aef062fae,,"17,012.78687087 ETH",0.01391352%,113
0x442491497f9ae22ce5a966cd9b85e1cc048847ac,,"17,001 ETH",0.01390388%,6
0x2a0c0dbecc7e4d658f48e01e3fa353f44050c208,IDEX,"16,991.98952093 ETH",0.01389651%,"9,789,368"
0x0cbdc0a4999a38ee9895d957133b3606a19700ec,,"16,919.75043598 ETH",0.01383743%,5
0x81bc4a018472cf6273c18941f6b34e247f313cda,,"16,880.19850588 ETH",0.01380508%,14
0xd9fb030a5bc34c07708609b1fbcf6c9d001eeb66,,"16,749.59117647 ETH",0.01369827%,2
0xb0fd2be29ed52fc0420070638da4075d88d94f48,,"16,732.56760463 ETH",0.01368435%,15
0x43c891df56dc60a0136cf0c64a0a205ff3b6bfad,,"16,694.306859 ETH",0.01365306%,2
0x014d63f0118576f6ef5a47b53b0f3f9efc5a5dd1,,"16,636.16958511 ETH",0.01360551%,2
0x100ae042ef0ea159ecc3513e9a378ff21f3829ba,Bullish 2,"16,607.8987552 ETH",0.01358239%,"20,383"
0x58edbd31cab461f3ba9f8f71b9e3b144da67fef1,,"16,604.39832373 ETH",0.01357953%,15
0xb040c766a8073fc341238bd21ca88d42b777b6ea,,"16,544.81123562 ETH",0.01353080%,3
0x36fdbe7005414fa1611330dc7e18725ed4a75600,,"16,510.00134603 ETH",0.01350233%,14
0xf364098e03d5c4a646154fc497793cafa5107de9,,"16,495.68602334 ETH",0.01349062%,3
0xc7cd9d874f93f2409f39a95987b3e3c738313925,Musiconomi: MultiSig,"16,475.53416533 ETH",0.01347414%,101
0xcfde76cea6c58ab70503db49c729717c9d0acbfb,,"16,466.34368174 ETH",0.01346662%,5
0x79ae275870d33b9c1786efae29241391a89f2f21,,"16,453.5077931 ETH",0.01345613%,58
0x651bbd829a7cbd32f35dfc099cbde1e04789393c,,"16,372.80812622 ETH",0.01339013%,95
0xfb52f9b1ea8e27e19a50cb85dbfa16e28961363d,,"16,231.1803267 ETH",0.01327430%,55
0x87eb003f08152b681294481dd874889877ccbaaf,,"16,203.82887193 ETH",0.01325193%,1
0x90006e8948045c49b6e6aa50897d8f4f9ad3b091,,"16,200.00000185 ETH",0.01324880%,2
0xc71a3d3a5a1ecc158384b59ad5e971d2c0a9dbcd,,"16,200 ETH",0.01324880%,1
0xcc2c15a7fec4958c71a5555807dff588d8517dd8,,"16,199.996 ETH",0.01324880%,3
0x6e02a9cbca1c9678a58541256ad532ee888ae3aa,,"16,199.2186974 ETH",0.01324816%,5
0x9cc64aabaa3d3859742c7cb22b0ce4b9e4e77875,,"16,193.22284191 ETH",0.01324326%,2
0xc12386613bcbf62be78ee80077a721e8cba3bc12,,"16,161.35360642 ETH",0.01321719%,1
0x02ee13ffd5cf5e6731d4ceab28394074bb185f61,,"16,160.8244516 ETH",0.01321676%,5
0x301ec789faf491c743b9120a594d652fd0f93982,,"16,155.18337856 ETH",0.01321215%,8
0x688dd446b595d5702e9dcb545c89261b1c0c7cc7,,"16,153.00778198 ETH",0.01321037%,1
0x33380c6fff5acd2651309629db9a71bf3f20c5ba,,"16,100.001 ETH",0.01316702%,3
0x3ddedbe48923fbf9e536bf9ffb0747c9cdd39eef,,"16,100.001 ETH",0.01316702%,3
0x30511832918d8034a7bee72ef2bfee440ecbbcf6,,"16,100 ETH",0.01316702%,2
0x25e50cab2185963446dfbe85cbbbdce47083bcfb,,"16,094.53257373 ETH",0.01316255%,1
0x6d1338ae291fa7cbbf74f1b18815005b5d060e0c,,"16,093.78784328 ETH",0.01316194%,1
0x3ab6a1687c1205cd9da74f079c84deb3369a6124,,"16,055.177559 ETH",0.01313036%,2
0xd28c567f1b52119b32a3af6066c36149c2f86d12,,"16,054.7091638 ETH",0.01312998%,55
0x7879a9a2e67becd33ea97c8597ca249bbee54fac,,"16,048.36764612 ETH",0.01312479%,1
0x50cde33eb1dbd3624529f2968e4443dd8fbc1811,,"16,047.21837973 ETH",0.01312385%,2
0xf5b4386394cb52999d43517bf89acb4fe902fa09,,"16,046.79119835 ETH",0.01312350%,1
0xf1556137e7f45817e774096c5922f32c68ab15ae,BlockFi 7,"16,042.95800137 ETH",0.01312037%,"1,901"
0x075b440d4d92aaf2b66f1365b81a508ecd25a40d,,"16,029.61202328 ETH",0.01310945%,3
0xda50ba5e12c01bbef277bb7261c61c5f56a77c26,,"16,023.814159 ETH",0.01310471%,2
0x065ca01cbe3a4c16d291cad834f644344c24cf4e,,"16,000.63373754 ETH",0.01308575%,38
0x8e352419a619e51b582399872dc41f9bbeb1f637,,"16,000.00583677 ETH",0.01308524%,19
0x8f1ef2c70a61cae8dd54d25be7b44c2e581c6b33,,"12,300 ETH",0.01005927%,1
0xba141724e6c5f43cfbf050e0694fe3065f976aab,,"12,300 ETH",0.01005927%,1
0xdeeecdb8bd3b451d854459eab41116faa81b2fcc,,"12,300 ETH",0.01005927%,1
0xea039cf1857bd0e14919c4ef1a8b332a83110bff,,"12,300 ETH",0.01005927%,1
0x79ae5dcd42a1fe24e63ef15296a73dd6c5e5dd16,,"12,299.9877346 ETH",0.01005926%,2
0x56ee86ef8298cd7d69b2184af6b36322b467592d,,"12,299.9807346 ETH",0.01005926%,1
0x0cd76cd43992c665fdc2d8ac91b935ca3165e782,Bitfinex 18,"12,284.33645009 ETH",0.01004646%,1
0xce0545778ba51d4ffb8fb0c323a668c6ea42bee6,,"12,283.54718354 ETH",0.01004582%,84
0xcfbe3d32e3d8b94001b90a39be9e49cbdffa83f8,,"12,229.811559 ETH",0.01000187%,2
0xdf7516a977b7485a68a17cb98961fdc3d97c71b9,,"12,210.9111436 ETH",0.00998641%,81
0x1a46ca4be161e5d4cad714602a22c9b7fbba7fb2,,"12,200 ETH",0.00997749%,1
0x3775234f636d6b2f56549fe60adeeb58eccf504c,,"12,200 ETH",0.00997749%,1
0xba7886228addf36f8e9d477d0ba61366d6e4dda6,,"12,200 ETH",0.00997749%,1
0x21346283a31a5ad10fa64377e77a8900ac12d469,iEXEC: MultiSig,"12,199.92794052 ETH",0.00997743%,176
0x7f34f6f298318c635256be78edcfae096137b4cb,,"12,199.88987606 ETH",0.00997740%,1
0xe6b098d9d642fd9ef8ce85dcd97afce21f0c6348,,"12,196.70859435 ETH",0.00997480%,11
0xcafeabed7e0653afe9674a3ad862b78db3f36e60,,"12,187.84865142 ETH",0.00996755%,1
0xe2f455993c24f6c0d49d30c1e56de95d314a0a6a,,"12,165.53213808 ETH",0.00994930%,9
0xa408e7e8fc70ded5c9453f401901f744df6d7b11,,"12,146.66163674 ETH",0.00993387%,26
0xcb979b2246c7bcdaca2c241bf3cea2c547cf671c,,"12,128.38915696 ETH",0.00991893%,1
0x85a8e39fed50efde8310fab6cddc0b68d767f018,,"12,095.53336306 ETH",0.00989206%,1
0x3f08f17973ab4124c73200135e2b675ab2d263d9,,"12,056.85392411 ETH",0.00986042%,"3,323"
0x214984f6f8b4197a9a32159ed17b72650331538a,,"12,021.95139316 ETH",0.00983188%,11
0x76c3d516bc86f63c875c34c265a443dc83aae633,,"12,019.21103473 ETH",0.00982964%,29
0x03b51bf1e67f976107ce9446f5694ca1685e6c5a,,"12,006.88866528 ETH",0.00981956%,2
0x31fc4616ab86a2eb61eb8189abbdbffae23a5fcf,,"12,001.49436494 ETH",0.00981515%,2
0xf7f741e29828da8500a5daae6a348008fe3a5816,,"12,000.51057723 ETH",0.00981434%,46
0x4069d5d58ac8a6c8610094bef5f165acd92e70db,,"12,000 ETH",0.00981393%,1
0x0e6dfd553b2e873d2aec15bd5fbb3f8472d8d394,,"12,000 ETH",0.00981393%,2
0x41ba4da465f2c9de9adf70fb7a91e510778e9af7,,"12,000 ETH",0.00981393%,1
0xb5eb74cc4dc944f0da9566fa44b7412ec312f3fe,,"12,000 ETH",0.00981393%,1
0x370c09b18dbe03cefe4dfd47a8a5392ecf9961da,,"11,999.997 ETH",0.00981392%,7
0x8707d70c64007a1f095bcda3fbd3f6fbd97089e8,,"11,999.996325 ETH",0.00981392%,3
0x933c0cf95e7be11d06c3bafad128c1993b1df476,,"11,999.9901 ETH",0.00981392%,4
0x3bd664377f17c95818ca8a51b2ca9c94054946c7,,"11,995.60187851 ETH",0.00981033%,58
0xbdc6384ef4ead1ea9bf2a82390f2ede46baf1aef,,"11,960 ETH",0.00978121%,1
0x9e631e208b2b711f42fb43004897e28891ec7c49,,"11,952.37717094 ETH",0.00977498%,1
0x9fb78e222c3a2e05836aecd1cbc2cdb1847cbaf5,,"11,951.05304798 ETH",0.00977390%,1
0xeece9cd7abd1cc84d9dfc7493e7e68079e47ea73,,"11,944.52511952 ETH",0.00976856%,"4,693"
0xc451f2f0a9348a6bc1c483ad0ca46d7bc872d628,,"11,942.9860118 ETH",0.00976730%,2
0xe5928c550b8d5b196db62687bef741ed627907fc,,"11,942.08958414 ETH",0.00976657%,53
0xac4fb4951a82a7220f803768aa0bf7f7ae588289,,"11,939.994 ETH",0.00976485%,3
0x1ad9443a38be75b2ffd191167fa6c3b13629fe13,,"11,913.374659 ETH",0.00974308%,2
0x0b3fb306e59bf5a2740b452c27717f79756b48e5,,"11,900 ETH",0.00973214%,1
0x182e1259ef6ee45dc811132ef4ba5871f1536822,Bitstamp 12,"11,900 ETH",0.00973214%,0
0x52676741724fb7e9700135164affbec7a20c1aa0,,"11,900 ETH",0.00973214%,1
0x5ddaea1d0c93e6489d2c1ff4e28b7e44e2a0f81d,,"11,900 ETH",0.00973214%,1
0x3ad2fcd6a2ce246e890826c9bcca20f06ce11083,,"11,884.01 ETH",0.00971907%,1
0xd39988dd92ffd85b9ee2b6d05148140b0b9cdee6,,"11,879.17588543 ETH",0.00971511%,168
0x37668560ee719c397af89c5849d00c3c262246a7,,"11,876.855559 ETH",0.00971322%,2
0xcf8bbeccf495ad0127c32eb0b284b85d891eee7a,,"11,866.96044035 ETH",0.00970512%,52
0x581ac42783f3e6b273da01da3c7576acf8fc0d47,,"11,840.63718358 ETH",0.00968359%,1
0xa6dc7bc50eed59fc7eb15089dfc7d163809d1bad,,"11,800 ETH",0.00965036%,1
0xca02c1155311ffe056b6337c3fc06dac339c3a86,,"11,791.85229721 ETH",0.00964370%,623
0xaf3aa7b4cecb92995cd240a849c9dae70e09186d,,"11,781.267 ETH",0.00963504%,2
0x26a18533dfa961bc2fd550184fe7e256925cc3d4,,"11,774 ETH",0.00962910%,1
0xfd0bcb76f5fce547c7e783c85205442891f4b743,,"11,757 ETH",0.00961519%,1
0xb00394c071f1835fd3561a51c97869acdb229066,,"11,746.19426374 ETH",0.00960636%,1
0x8bcbccfc6736c61fdbe6791453564ef432241b53,,"11,740.77894571 ETH",0.00960193%,19
0xffd39d27e7cdc53c1a9c74013e6e1c2df1f27bf1,,"11,739.93341753 ETH",0.00960124%,1
0x7010aec5af99fecaa716020ce52752ef07feedb9,,"11,721.979084 ETH",0.00958655%,1
0x168ae36b4386cea14475faa41498a0ea63c67dd7,,"11,717.21571973 ETH",0.00958266%,36
0x4368931747571cb8c28b4dd1183ef5db5a51a2c8,,"11,700.002 ETH",0.00956858%,2
0x6c3200e8b067ec14e737da32fae6d902116ab50d,,"11,700 ETH",0.00956858%,1
0x06f87b41d828fa6aae07c1ac85f46e827f456977,,"11,700 ETH",0.00956858%,1
0x3b613f088ed67b239df4ea5468f00ce66b2b65bb,,"11,700 ETH",0.00956858%,1
0x9cdbd99e66966ec0015f016a19d31c5159e1ec81,,"11,700 ETH",0.00956858%,1
0x69b88cc44ca70008237017a5c8d7161bef0ec043,,"11,699.992 ETH",0.00956857%,3
0x12da64f9c7b4e9a73f9e177cd18c40cf307306f4,,"11,665.80232548 ETH",0.00954061%,8
0x8d4878c44f18fc8b4c77727c4f3bc9cf3e657057,,"11,652.92216393 ETH",0.00953008%,3
0xbfc9c5878245fb9fe49c688a9c554cba1fae71fa,,"11,650.08162532 ETH",0.00952775%,14
0x9239d6a502f305a19a106847f31ae19b6e16b723,,"11,641.25175095 ETH",0.00952053%,1
0xc07582a7d47aa748de45b526839a4ed505c6c370,,"11,628.465924 ETH",0.00951008%,13
0xcc5e414f1e06a74e707a8fcca0438448f5353e3e,,"11,620.569559 ETH",0.00950362%,2
0x1b3cc8c6ed708c7cb4dd5afb97543538e176bbe3,,"11,616.58290493 ETH",0.00950036%,2
0x7d90adce222e1d67e8e07df57546f4e23e34d6e6,,"11,616.492559 ETH",0.00950028%,2
0x8df36a20fbaeaab4a247022d9bf9a47cc912035c,,"11,611.927031 ETH",0.00949655%,26
0x21692f8e636c3a79f7ebc8fb9df787f1c5a21a1a,,"11,600.001 ETH",0.00948680%,2
0xf732ccc723213d4bfc346bd346b51f150361cd79,,"11,600.001 ETH",0.00948680%,2
0x24a9a53931193bca84e1683474a5180fa8ee71bd,,"11,600 ETH",0.00948680%,1
0x534ffeaf23a8672b0a54c245aa1f80300670e246,,"11,600 ETH",0.00948680%,1
0x9ddcd8501e1db8dae8dcee323b1537d99d5ef14c,,"11,600 ETH",0.00948680%,1
0xa00776491b80e483789e620fe81658a120ee65a5,,"11,599.998908 ETH",0.00948679%,4
0x910ca28755b776a7acd02503b3b405f7a48874ba,,"11,599.995 ETH",0.00948679%,3
0x0d1ec2169de51e05cfeb9f7bc6e303cb7b55a585,,"11,599.993 ETH",0.00948679%,3
0x49c737359364809b86ac0c482542210f433b79fb,,"11,579.726451 ETH",0.00947021%,11
0xcb54c301ab3ff4aa1bc38c979427360f47369633,,"11,578 ETH",0.00946880%,1
0x20fcb7b4e103ec482645e15715c8a2e7a437fbd6,,"11,558.14313074 ETH",0.00945256%,2
0xf42c318dbfbaab0eee040279c6a2588fa01a961d,,"11,539.5 ETH",0.00943732%,"4,776"
0xb8901acb165ed027e32754e0ffe830802919727f,Hop Protocol: Ethereum Bridge,"11,532.8093891 ETH",0.00943184%,"1,213,865"
0x0e2f20bbb63826b87ef1a6c8ff5d5d499e804302,,"11,529.31774982 ETH",0.00942899%,1
0x354e1b45f31865132ca1c954c5b2ec9aa87c7fa8,,"11,509.16292239 ETH",0.00941251%,247
0x940d49beb1e89ddaeff286e22c7cbed39190cb24,,"11,500 ETH",0.00940501%,1
0x050f910ae80022f5b1df75b6907584090daf8e94,,"11,500 ETH",0.00940501%,1
0x33fef238dc09bddfdc733b42451f98276e5e5985,,"11,500 ETH",0.00940501%,1
0x4a80c83a138fb21f54cb1b55d0ffcc6254bb53dd,,"11,500 ETH",0.00940501%,1
0xc53217a9c7eadbbf52b1515b9eb8f6d1b6fb6860,,"11,500 ETH",0.00940501%,1
0xede60080bd1407a65823c1001fd56aa9a3a3c4c4,,"11,500 ETH",0.00940501%,1
0xf5e122b93a6e2cf2b5d09b525780eb71b2a1b3d0,,"11,500 ETH",0.00940501%,1
0x56eddb7aa87536c09ccc2793473599fd21a8b17f,Binance 17,"11,499.83270488 ETH",0.00940488%,"6,740,357"
0x0afbaf9dd49d5d7b32bc196a1d5fdf0a611f60ac,,"52,236.27868104 ETH",0.04272025%,23
0x2fb6db0fc654925ae4aad32ef06aa2b4a5684dda,,"52,236.27868104 ETH",0.04272025%,12
0x7df24e36497dc9f6edea0a024a595a930049ee47,,"52,236.27868104 ETH",0.04272025%,17
0xaacdeeab334a8fd81baae72bc34274d1e57227a7,,"52,236.27868104 ETH",0.04272025%,16
0xe5bb1523743d3a3c1eb6682060e3c3b0041db563,,"52,236.27868104 ETH",0.04272025%,24
0x991a7ff3cb20d5b5d6d9be5efec4e4c51cddad7a,,"52,170.1297478 ETH",0.04266615%,25
0xc882b111a75c0c657fc507c04fbfcd2cc984f071,Gate.io 5,"51,419.66681385 ETH",0.04205240%,"1,739"
0x1b8766d041567eed306940c587e21c06ab968663,Bitfinex 14,"51,377.30143861 ETH",0.04201775%,24
0x795cbc7a670d06e56cd2197d4ca175e081a416ad,,"51,251.99278797 ETH",0.04191527%,69
0xc54cb22944f2be476e02decfcd7e3e7d3e15a8fb,,"51,198.55325912 ETH",0.04187157%,"3,189"
0xd49a1525b46f9149ff665807c925bd83b5a6d7e3,,"51,111.95758764 ETH",0.04180075%,34
0xe3ecd65cf2ad2eba2aa2be1d0894753b2172abd1,,"50,927.55469342 ETH",0.04164994%,432
0xceffc7330317f72957c662d072a5e7d63b9b578c,,"50,399.93896064 ETH",0.04121844%,9
0x50cb0508434b4c68a2c4fde30b02b269d2d5b6bd,,"50,005.98478689 ETH",0.04089625%,8
0x50bd66bfddf48b8914602bf51c93756731ec51ae,,"50,001.00561846 ETH",0.04089218%,7
0x5a03703125380cfda804446fdaa3b4064cb6cc0a,,"50,000.89 ETH",0.04089209%,3
0x6220d7a458a68d6a554e5904792049fd2ef6bbcc,,"50,000.419059 ETH",0.04089170%,5
0x07f1d450b16e53302931c5362ee0ab41f2978541,,"50,000.150118 ETH",0.04089148%,4
0x98ec059dc3adfbdd63429454aeb0c990fba4a128,OKX 6,"50,000.10856897 ETH",0.04089145%,67
0xc97b6e3e4301617f617b23120f31303e8ccee606,,"50,000.01556724 ETH",0.04089137%,4
0x565b8fbf9336bec8fbfb4f78fbf30d7f70d6973b,,"50,000.012559 ETH",0.04089137%,3
0xe780a56306ba1e6bb331952c22539b858af9f77d,,"50,000.00001563 ETH",0.04089136%,4
0x6b378be3c9642ccf25b1a27facb8ace24ac34a12,Deribit 5,"49,999.99958 ETH",0.04089136%,11
0xa18eb0ed2543be132ef5aa3c8a87a0f5b2e30fca,,"49,996.54870979 ETH",0.04088854%,6
0x46f80018211d5cbbc988e853a8683501fca4ee9b,BtcTurk: Cold 1,"49,817.34756629 ETH",0.04074198%,"3,315"
0x4399f61795d3e50096e236a6d31ab24470c99fd5,,"49,683.3645 ETH",0.04063241%,836
0xee471215e428c08ba69751627e5f6761bba7ae18,,"49,506.45140688 ETH",0.04048772%,22
0x1e747fb111ba949af397b15cbceb424d3f19d8a6,,"49,371.02111049 ETH",0.04037696%,3
0xe25a329d385f77df5d4ed56265babe2b99a5436e,Paxos: Treasury,"48,930.30062239 ETH",0.04001653%,"53,191"
0x7442041898dc3f8ed76fa4e00a762064c87991c8,,"48,746.20442194 ETH",0.03986597%,5
0x3d9256ad37128e9f47b34a82e06e981719477c18,,"48,393.27584869 ETH",0.03957734%,"3,482"
0xcfee6efec3471874022e205f4894733c42cbbf64,Deribit 7,"47,489.99895 ETH",0.03883861%,14
0xa7efae728d2936e78bda97dc267687568dd593f3,OKX 3,"47,228.45783393 ETH",0.03862472%,"3,801,038"
0x2eb08efb9e10d9f56e46938f28c13ecb33f67b15,,"47,070.84388679 ETH",0.03849581%,50
0xbf94f0ac752c739f623c463b5210a7fb2cbb420b,OKX 24,"46,787.55071665 ETH",0.03826413%,"1,904,105"
0xf7858da8a6617f7c6d0ff2bcafdb6d2eedf64840,OKX 25,"46,298.26661788 ETH",0.03786398%,"1,912,421"
0x40638e9fe6005d9c1f8b7a7b4dec086707fdc84d,,"46,276.12817308 ETH",0.03784587%,242
0xd4018ce9a041a9c110a9d0383d2b5e1c66ae1513,,"46,249.87303669 ETH",0.03782440%,0
0x8c1fe06904a6e642b1e8c66b3ee7fac83cc46873,,"46,150.81281664 ETH",0.03774339%,14
0x0c501d43206b97fa4300f1b0962742b4f938f70e,,"45,799.25315077 ETH",0.03745587%,"1,209"
0x6e29f75b0350fd0e85ee34a21ef94767b0186996,Stake.com 3,"45,762.00692861 ETH",0.03742541%,14
0xec5feafe210c12bfc9a5d05925a123f1e73fbef8,,"45,576.10247136 ETH",0.03727337%,57
0xf9a345948c9f31b225686ab8911140b0e2bcdca8,,"45,558.05891678 ETH",0.03725862%,26
0x6130611f7a65deb930bd0c0825af88078fcced43,Bitstamp 21,"45,016 ETH",0.03681531%,1
0x7f3a1e45f67e92c880e573b43379d71ee089db54,,"44,997.57824835 ETH",0.03680024%,244
0x7713974908be4bed47172370115e8b1219f4a5f0,,"44,976.5460997 ETH",0.03678304%,65
0x70773129aca50d298631283e137473ab8ffc0177,,"44,800.7606333 ETH",0.03663928%,1
0x42697cc8cb495aebd453d016950344867d51f27e,,"44,199.90117489 ETH",0.03614788%,2
0x1ac33f385a4e9fe2d809a81c5c10473f81ee0ed3,,"43,786.31010243 ETH",0.03580963%,13
0xa1e9f15baec5aa21ddb40ff0234d54c434810fa5,,"43,581.5790891 ETH",0.03564220%,8
0x97e813b9a81d097e60a5e6311bc9a475199b67ae,,"43,372.69656572 ETH",0.03547137%,268
0x49be8a0773824e2917f4baccebbdf298e7cf27bd,,"42,918.1814894 ETH",0.03509965%,15
0x90f9dff16f9efafeeb8b130dc5d3562ac5e76a96,,"42,837.21096466 ETH",0.03503343%,3
0xc76c7253592e27f090019f9949585366f799d6f7,,"42,467.20971434 ETH",0.03473084%,242
0x9168765ee952de7c6f8fc6fad5ec209b960b7622,Manta Pacific:  Escrow for ETH,"42,426.88418033 ETH",0.03469786%,"24,712"
0xee5b5b923ffce93a870b3104b7ca09c3db80047a,Bybit: Hot Wallet 4,"42,341.48514621 ETH",0.03462802%,"2,251"
0x093f6c270ac22ec240f0c6fd7414ea774ca8d3e5,,"42,201.78533357 ETH",0.03451377%,0
0x093c06ab7ffe19bd3efc8a55548bdf4285505577,,"41,435.75571734 ETH",0.03388729%,3
0xa0e239b0abf4582366adaff486ee268c848c4409,,"41,282.1941461 ETH",0.03376170%,44
0x3b9de915fce667b90f919075c4d10067b15192a9,,"41,251.26475008 ETH",0.03373640%,5
0x5696ae5ad2c22a4afc03bbae5bf18ca9278ae5c5,,"41,234.43395 ETH",0.03372264%,6
0xa3307fa292b7dd2c91218d5688556ff7eb1e5f88,,"41,045.14124326 ETH",0.03356783%,41
0x4b068fe2cee007a48db70b28047470ded49d6aba,,"41,040.33589786 ETH",0.03356390%,"2,069"
0xddbd2b932c763ba5b1b7ae3b362eac3e8d40121a,,"40,891.62685493 ETH",0.03344228%,43
0xf367ae3ec7941e5145eebe0a820da59a7df82012,,"40,791.24475103 ETH",0.03336019%,10
0x65f6db242a5eb6037ecbccb9fdcd9666fba8d1cc,,"40,773.01036863 ETH",0.03334528%,2
0x8729dc4831577d8a30e28e264d974745d9a92335,,"40,759.4616742 ETH",0.03333419%,5
0xd641651ed7e19a04ce536610d75b3dcaf427ad73,,"40,756.60607285 ETH",0.03333186%,166
0x37e3bc492735d3d84f2b126cffaf4f0a95bff049,,"40,635.65324137 ETH",0.03323294%,29
0x2641c2ded63a0c640629f5edf1189e0f53c06561,,"40,267.04788611 ETH",0.03293149%,1
0xe9405bd9845a488e4c5e5e6d972fea932e2e4a3c,,"40,199.99586851 ETH",0.03287665%,24
0xabdc9f1bcf4d19ee96591030e772c334302f7d83,,"40,110 ETH",0.03280305%,2
0x2dca0e449ab646dbdfd393a96662960bcab5ae1e,,"40,000.0033 ETH",0.03271309%,3
0x062448f804191128d71fc72e10a1d13bd7308e7e,Deribit 3,"39,999.97811715 ETH",0.03271307%,37
0xba9b0c7552e36900b434d4b593d0a4295cec36d0,,"39,998.98780663 ETH",0.03271226%,5
0xd72fcafc43706d5854d034bf25cb96a07465c435,,"39,711.91944 ETH",0.03247749%,5
0x790137e76f83acb16c100bddd2fa2cd2ba8a540f,,"38,742.24252337 ETH",0.03168446%,1
0xe825363f3bedabc95b2a9d42dbc73ec7b82b57d3,,"38,587.25468364 ETH",0.03155771%,109
0x3530210047414414622f66d8e76dc65efa4714c9,,"38,580.40351427 ETH",0.03155210%,5
0x78e3984e1ab1c3eb560cbd5b42b635e1cd341bc2,,"38,162.26900905 ETH",0.03121014%,29
0x93610880fb8f4f2a33931b403990d3536f73de5f,,"38,124.92425022 ETH",0.03117960%,0
0x397510f7c4909eb2c30959f1470ffad7eb3869dd,,"38,070.85537306 ETH",0.03113538%,87
0x06a0048079ec6571cd1b537418869cde6191d42d,Binance 29,"37,913.56194792 ETH",0.03100674%,6
0x04786aada9deea2150deab7b3b8911c309f5ed90,Gatecoin Hacker 4,"37,257.53286551 ETH",0.03047022%,60
0x59708733fbbf64378d9293ec56b977c011a08fd2,,"37,173.80720847 ETH",0.03040175%,14
0x1b1877fba975fa4cbb14bb28f2b51c21cfc6f477,,"36,982.79148534 ETH",0.03024553%,1
0x5a85aafa7fbca99ea32df27c33b14831feeb20f9,,"36,892.59184675 ETH",0.03017176%,14
0xefd04d371f346c04cec89568da832d45c5f1f3c6,,"36,728.17944587 ETH",0.03003730%,2
0x9f2a6fa34ad8f0e8acdc77c24573b0324de97166,,"36,276.55986684 ETH",0.02966796%,14
0x618c8f4771bb2fea91cc936a37d804863c6027d0,,"35,538.88916412 ETH",0.02906467%,1
0xc79104b157573a322338776f56946825b06bdae3,,"35,472.76757239 ETH",0.02901059%,1
